dataset_name,group,winner,acc_iclv2_ensmble32,acc_ttt_step8,delta_pp,delta_correct_est,change_strength,n_train_iclv2_ensmble32,n_test_compare,n_features_iclv2_ensmble32,n_classes_iclv2_ensmble32,task_type_iclv2_ensmble32,acc_bin,train_bin,feature_bin,class_bin,n_num_features_json,n_cat_features_json,feature_modality,imbalance_ratio,imbalance_bin,source_family,domain_tag,ttt_applied_bool,ttt_steps,ttt_split_reason,analysis_reason,recommendation,source,info_json_path
analcatdata_authorship,持平,tie,0.9940828402366864,0.9940828402366864,0.0,0.0,tie,672,169,69,4,multiclass,>0.95,<=1k,31-80,3-5,69,0,numeric_only,5.763636363636364,>5,openml,text/sequence/symbolic,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯数值特征占主导；类别不平衡明显,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=458&sort=runs,data178/analcatdata_authorship/info.json
car-evaluation,持平,tie,0.9855491329479767,0.9855491329479767,0.0,0.0,tie,1382,346,21,4,multiclass,>0.95,1k-5k,11-30,3-5,0,21,categorical_only,18.615384615384617,>5,openml,other,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯类别特征，TTT 更依赖离散组合模式；类别不平衡明显,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=40664&sort=runs,data178/car-evaluation/info.json
company_bankruptcy_prediction,持平,tie,0.968475073313783,0.968475073313783,0.0,0.0,tie,5455,1364,95,2,binclass,>0.95,5k-20k,>80,2,93,2,mixed,,unknown,kaggle,business/customer/finance,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；数值+类别混合，类别编码稳定性会影响 TTT,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.kaggle.com/datasets/fedesoriano/company-bankruptcy-prediction,data178/company_bankruptcy_prediction/info.json
dis,持平,tie,0.990728476821192,0.990728476821192,0.0,0.0,tie,3017,755,29,2,binclass,>0.95,1k-5k,11-30,2,6,23,mixed,64.03448275862068,>5,openml,other,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；数值+类别混合，类别编码稳定性会影响 TTT；类别不平衡明显,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=40713&sort=runs,data178/dis/info.json
dna,持平,tie,0.9717868338557992,0.9717868338557992,0.0,0.0,tie,2548,638,180,3,multiclass,>0.95,1k-5k,>80,3-5,0,180,categorical_only,2.1620915032679737,2-5,openml,scientific/health/environment; text/sequence/symbolic,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯类别特征，TTT 更依赖离散组合模式,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=40670&sort=runs,data178/dna/info.json
drug_consumption,持平,tie,0.403183023872679,0.403183023872679,0.0,0.0,tie,1507,377,12,7,multiclass,<=0.6,1k-5k,11-30,6-10,12,0,numeric_only,,unknown,uci,other,True,8,stratified split,TTT 实际执行；ICLv2 偏低，任务难度或分布偏移本身较强；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯数值特征占主导,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://archive.ics.uci.edu/dataset/373/drug+consumption+quantified,data178/drug_consumption/info.json
estimation_of_obesity_levels,持平,tie,0.9905437352245864,0.9905437352245864,0.0,0.0,tie,1688,423,16,7,multiclass,>0.95,1k-5k,11-30,6-10,8,8,mixed,,unknown,uci,other,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；数值+类别混合，类别编码稳定性会影响 TTT,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://archive.ics.uci.edu/dataset/544/estimation+of+obesity+levels+based+on+eating+habits+and+physical+condition,data178/estimation_of_obesity_levels/info.json
house_16H,持平,tie,0.8917716827279466,0.8917716827279466,0.0,0.0,tie,10790,2698,16,2,binclass,0.8-0.9,5k-20k,11-30,2,16,0,numeric_only,1.0,<=1.2,openml,other,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯数值特征占主导；类别较均衡,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=44123&sort=runs,data178/house_16H/info.json
ibm-employee-performance,持平,tie,1.0,1.0,0.0,0.0,tie,1176,294,30,2,binclass,>0.95,1k-5k,11-30,2,23,7,mixed,5.504424778761062,>5,openml,business/customer/finance,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；数值+类别混合，类别编码稳定性会影响 TTT；类别不平衡明显,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=43895&sort=runs,data178/ibm-employee-performance/info.json
internet_usage,持平,tie,0.5499505440158259,0.5499505440158259,0.0,0.0,tie,8086,2022,70,46,multiclass,<=0.6,5k-20k,31-80,>10,0,70,categorical_only,,unknown,openml,business/customer/finance,False,0,stratified split | TTT training skipped because n_classes=46 exceeds model max_classes=10,TTT 未执行，主要由类别数超过 max_classes 导致，两边预测一致不能解释为 TTT 有效；ICLv2 偏低，任务难度或分布偏移本身较强；持平来自跳过 TTT，不应归入有效适配样本；纯类别特征，TTT 更依赖离散组合模式,保留为 skip 规则：类别数超过模型上限时不要把持平当成 TTT 收益。,https://www.openml.org/search?type=data&status=active&id=372&sort=runs,data178/internet_usage/info.json
kr-vs-k,持平,tie,0.9196364932287956,0.9196364932287956,0.0,0.0,tie,22444,5612,6,18,multiclass,0.9-0.95,>20k,<=10,>10,3,3,mixed,168.62962962962962,>5,openml,synthetic/rule-generated,False,0,stratified split | TTT training skipped because n_classes=18 exceeds model max_classes=10,TTT 未执行，主要由类别数超过 max_classes 导致，两边预测一致不能解释为 TTT 有效；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；持平来自跳过 TTT，不应归入有效适配样本；数值+类别混合，类别编码稳定性会影响 TTT；类别不平衡明显；规则/合成结构明显，TTT 容易放大边界校正也可能过拟合规则噪声,保留为 skip 规则：类别数超过模型上限时不要把持平当成 TTT 收益。,https://www.openml.org/search?type=data&status=active&id=1481&sort=runs,data178/kr-vs-k/info.json
kropt,持平,tie,0.9164290805416964,0.9164290805416964,0.0,0.0,tie,22444,5612,6,18,multiclass,0.9-0.95,>20k,<=10,>10,0,6,categorical_only,168.62962962962962,>5,openml,synthetic/rule-generated,False,0,stratified split | TTT training skipped because n_classes=18 exceeds model max_classes=10,TTT 未执行，主要由类别数超过 max_classes 导致，两边预测一致不能解释为 TTT 有效；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；持平来自跳过 TTT，不应归入有效适配样本；纯类别特征，TTT 更依赖离散组合模式；类别不平衡明显；规则/合成结构明显，TTT 容易放大边界校正也可能过拟合规则噪声,保留为 skip 规则：类别数超过模型上限时不要把持平当成 TTT 收益。,https://www.openml.org/search?type=data&status=active&id=184&sort=runs,data178/kropt/info.json
letter,持平,tie,0.99,0.99,0.0,0.0,tie,16000,4000,15,26,multiclass,>0.95,5k-20k,11-30,>10,15,0,numeric_only,1.1076294277929155,<=1.2,openml,text/sequence/symbolic; vision/sensor/pattern,False,0,stratified split | TTT training skipped because n_classes=26 exceeds model max_classes=10,TTT 未执行，主要由类别数超过 max_classes 导致，两边预测一致不能解释为 TTT 有效；ICLv2 已接近 ceiling，剩余 headroom 小；持平来自跳过 TTT，不应归入有效适配样本；纯数值特征占主导；类别较均衡；视觉/传感器/模式类常有较强局部结构,保留为 skip 规则：类别数超过模型上限时不要把持平当成 TTT 收益。,https://www.openml.org/search?type=data&status=active&id=6&sort=runs,data178/letter/info.json
mfeat-factors,持平,tie,0.9825,0.9825,0.0,0.0,tie,1600,400,216,10,multiclass,>0.95,1k-5k,>80,6-10,216,0,numeric_only,1.0,<=1.2,openml,vision/sensor/pattern,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯数值特征占主导；类别较均衡,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=12&sort=runs,data178/mfeat-factors/info.json
mfeat-karhunen,持平,tie,0.975,0.975,0.0,0.0,tie,1600,400,64,10,multiclass,>0.95,1k-5k,31-80,6-10,64,0,numeric_only,1.0,<=1.2,openml,vision/sensor/pattern,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯数值特征占主导；类别较均衡,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=16&sort=runs,data178/mfeat-karhunen/info.json
mfeat-pixel,持平,tie,0.975,0.975,0.0,0.0,tie,1600,400,240,10,multiclass,>0.95,1k-5k,>80,6-10,0,240,categorical_only,1.0,<=1.2,openml,vision/sensor/pattern,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯类别特征，TTT 更依赖离散组合模式；类别较均衡,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=20&sort=runs,data178/mfeat-pixel/info.json
mice_protein_expression,持平,tie,1.0,1.0,0.0,0.0,tie,864,216,75,8,multiclass,>0.95,<=1k,31-80,6-10,75,0,numeric_only,,unknown,uci,scientific/health/environment,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯数值特征占主导,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://archive.ics.uci.edu/dataset/342/mice+protein+expression,data178/mice_protein_expression/info.json
national-longitudinal-survey-binary,持平,tie,1.0,1.0,0.0,0.0,tie,3926,982,16,2,binclass,>0.95,1k-5k,11-30,2,9,7,mixed,1.648677819751754,1.2-2,openml,other,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；数值+类别混合，类别编码稳定性会影响 TTT,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=43892&sort=runs,data178/national-longitudinal-survey-binary/info.json
one-hundred-plants-margin,持平,tie,0.903125,0.903125,0.0,0.0,tie,1280,320,64,100,multiclass,0.9-0.95,1k-5k,31-80,>10,64,0,numeric_only,1.0,<=1.2,openml,vision/sensor/pattern,False,0,stratified split | TTT training skipped because n_classes=100 exceeds model max_classes=10,TTT 未执行，主要由类别数超过 max_classes 导致，两边预测一致不能解释为 TTT 有效；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；test 较小，几个样本就能造成 pp 级变化；持平来自跳过 TTT，不应归入有效适配样本；纯数值特征占主导；类别较均衡,保留为 skip 规则：类别数超过模型上限时不要把持平当成 TTT 收益。,https://www.openml.org/search?type=data&status=active&id=1491&sort=runs,data178/one-hundred-plants-margin/info.json
one-hundred-plants-shape,持平,tie,0.840625,0.840625,0.0,0.0,tie,1280,320,64,100,multiclass,0.8-0.9,1k-5k,31-80,>10,64,0,numeric_only,1.0,<=1.2,openml,vision/sensor/pattern,False,0,stratified split | TTT training skipped because n_classes=100 exceeds model max_classes=10,TTT 未执行，主要由类别数超过 max_classes 导致，两边预测一致不能解释为 TTT 有效；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；test 较小，几个样本就能造成 pp 级变化；持平来自跳过 TTT，不应归入有效适配样本；纯数值特征占主导；类别较均衡,保留为 skip 规则：类别数超过模型上限时不要把持平当成 TTT 收益。,https://www.openml.org/search?type=data&status=active&id=1492&sort=runs,data178/one-hundred-plants-shape/info.json
one-hundred-plants-texture,持平,tie,0.928125,0.928125,0.0,0.0,tie,1279,320,64,100,multiclass,0.9-0.95,1k-5k,31-80,>10,64,0,numeric_only,1.0666666666666667,<=1.2,openml,vision/sensor/pattern,False,0,stratified split | TTT training skipped because n_classes=100 exceeds model max_classes=10,TTT 未执行，主要由类别数超过 max_classes 导致，两边预测一致不能解释为 TTT 有效；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；test 较小，几个样本就能造成 pp 级变化；持平来自跳过 TTT，不应归入有效适配样本；纯数值特征占主导；类别较均衡,保留为 skip 规则：类别数超过模型上限时不要把持平当成 TTT 收益。,https://www.openml.org/search?type=data&status=active&id=1493&sort=runs,data178/one-hundred-plants-texture/info.json
predict_students_dropout_and_academic_success,持平,tie,0.7830508474576271,0.7830508474576271,0.0,0.0,tie,3539,885,34,3,multiclass,0.7-0.8,1k-5k,31-80,3-5,5,29,mixed,,unknown,uci,other,True,8,stratified split,TTT 实际执行；ICLv2 有中等 headroom，TTT 可能修正也可能过拟合；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；数值+类别混合，类别编码稳定性会影响 TTT,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://archive.ics.uci.edu/dataset/697/predict+students+dropout+and+academic+success,data178/predict_students_dropout_and_academic_success/info.json
seismic+bumps,持平,tie,0.9342359767891684,0.9342359767891684,0.0,0.0,tie,2067,517,18,2,binclass,0.9-0.95,1k-5k,11-30,2,14,4,mixed,,unknown,uci,other,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；数值+类别混合，类别编码稳定性会影响 TTT,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://archive.ics.uci.edu/dataset/266/seismic+bumps,data178/seismic+bumps/info.json
semeion,持平,tie,0.9686520376175548,0.9686520376175548,0.0,0.0,tie,1274,319,256,10,multiclass,>0.95,1k-5k,>80,6-10,256,0,numeric_only,1.0451612903225806,<=1.2,openml,vision/sensor/pattern,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯数值特征占主导；类别较均衡,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=1501&sort=runs,data178/semeion/info.json
texture,持平,tie,1.0,1.0,0.0,0.0,tie,4400,1100,40,11,multiclass,>0.95,1k-5k,31-80,>10,40,0,numeric_only,1.0,<=1.2,openml,vision/sensor/pattern,False,0,stratified split | TTT training skipped because n_classes=11 exceeds model max_classes=10,TTT 未执行，主要由类别数超过 max_classes 导致，两边预测一致不能解释为 TTT 有效；ICLv2 已接近 ceiling，剩余 headroom 小；持平来自跳过 TTT，不应归入有效适配样本；纯数值特征占主导；类别较均衡；视觉/传感器/模式类常有较强局部结构,保留为 skip 规则：类别数超过模型上限时不要把持平当成 TTT 收益。,https://www.openml.org/search?type=data&status=active&id=40499&sort=runs,data178/texture/info.json
thyroid,持平,tie,0.9958333333333332,0.9958333333333332,0.0,0.0,tie,5760,1440,21,3,multiclass,>0.95,5k-20k,11-30,3-5,21,0,numeric_only,,unknown,uci,scientific/health/environment,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯数值特征占主导,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://archive.ics.uci.edu/dataset/102/thyroid+disease,data178/thyroid/info.json
thyroid-ann,持平,tie,0.9920529801324504,0.9920529801324504,0.0,0.0,tie,3017,755,21,3,multiclass,>0.95,1k-5k,11-30,3-5,21,0,numeric_only,37.505376344086024,>5,openml,scientific/health/environment; text/sequence/symbolic,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯数值特征占主导；类别不平衡明显,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=40497&sort=runs,data178/thyroid-ann/info.json
vehicle,持平,tie,0.8764705882352941,0.8764705882352941,0.0,0.0,tie,676,170,18,4,multiclass,0.8-0.9,<=1k,11-30,3-5,18,0,numeric_only,1.0954773869346734,<=1.2,openml,vision/sensor/pattern,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯数值特征占主导；类别较均衡,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=54&sort=runs,data178/vehicle/info.json
volkert,持平,tie,0.7511576058995026,0.7511576058995026,0.0,0.0,tie,46648,11662,180,10,multiclass,0.7-0.8,>20k,>80,6-10,180,0,numeric_only,9.409257898603968,>5,openml,business/customer/finance; scientific/health/environment; text/sequence/symbolic,False,0,TTT skipped for dataset=volkert to avoid OOM,TTT 未执行或被跳过，两边持平更像同一推理路径；ICLv2 有中等 headroom，TTT 可能修正也可能过拟合；持平来自跳过 TTT，不应归入有效适配样本；纯数值特征占主导；类别不平衡明显,优先确认为什么未执行 TTT，再决定是否纳入比较。,https://www.openml.org/search?type=data&status=active&id=41166&sort=runs,data178/volkert/info.json
walking-activity,持平,tie,0.6750929119094653,0.6750929119094653,0.0,0.0,tie,119465,29867,4,22,multiclass,0.6-0.7,>20k,<=10,>10,4,0,numeric_only,,unknown,openml,other,False,0,stratified split | TTT training skipped because n_classes=22 exceeds model max_classes=10,TTT 未执行，主要由类别数超过 max_classes 导致，两边预测一致不能解释为 TTT 有效；ICLv2 偏低，任务难度或分布偏移本身较强；持平来自跳过 TTT，不应归入有效适配样本；纯数值特征占主导,保留为 skip 规则：类别数超过模型上限时不要把持平当成 TTT 收益。,https://www.openml.org/search?type=data&status=active&id=1509&sort=runs,data178/walking-activity/info.json
wall-robot-navigation,持平,tie,0.9935897435897436,0.9935897435897436,0.0,0.0,tie,4364,1092,24,4,multiclass,>0.95,1k-5k,11-30,3-5,24,0,numeric_only,6.722560975609756,>5,openml,vision/sensor/pattern,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯数值特征占主导；类别不平衡明显；视觉/传感器/模式类常有较强局部结构,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=1497&sort=runs,data178/wall-robot-navigation/info.json
website_phishing,持平,tie,0.92619926199262,0.92619926199262,0.0,0.0,tie,1082,271,9,3,multiclass,0.9-0.95,1k-5k,<=10,3-5,0,9,categorical_only,,unknown,uci,business/customer/finance; text/sequence/symbolic,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯类别特征，TTT 更依赖离散组合模式,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://archive.ics.uci.edu/dataset/379/website+phishing,data178/website_phishing/info.json
yeast,持平,tie,0.6363636363636364,0.6363636363636364,0.0,0.0,tie,1187,297,8,10,multiclass,0.6-0.7,1k-5k,<=10,6-10,8,0,numeric_only,92.6,>5,openml,scientific/health/environment,True,8,stratified split,TTT 实际执行；ICLv2 偏低，任务难度或分布偏移本身较强；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯数值特征占主导；类别不平衡明显,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=181&sort=runs,data178/yeast/info.json
